year,week,AB,ACC,ADS,AI,AR,BMI,CC,CMC,CNS,CWT,EPC,FL,FORM,GPS,LEG,M,MAC,MD,NOV,PCI,PNW,RMBS,SEB,SF,SIX,SM,TCO,TRN,VAC,VC,WIRE
2016,3,20.0,12.0,25.0,29.0,3.0,24.0,28.0,19.0,23.0,8.0,26.0,5.0,1.0,17.0,16.0,4.0,11.0,10.0,7.0,30.0,22.0,9.0,2.0,27.0,13.0,6.0,31.0,21.0,14.0,15.0,18.0
2016,4,27.0,12.0,28.0,29.0,1.0,19.0,16.0,6.0,15.0,9.0,18.0,17.0,26.0,10.0,7.0,25.0,22.0,21.0,14.0,30.0,11.0,4.0,13.0,24.0,20.0,2.0,31.0,5.0,23.0,3.0,8.0
2016,5,14.0,5.0,22.0,29.0,8.0,1.0,2.0,10.0,12.0,19.0,7.0,16.0,28.0,17.0,11.0,9.0,15.0,23.0,27.0,30.0,4.0,13.0,26.0,24.0,18.0,6.0,31.0,3.0,20.0,25.0,21.0
2016,6,23.0,13.0,18.0,29.0,24.0,3.0,26.0,6.0,22.0,2.0,9.0,10.0,27.0,11.0,4.0,19.0,15.0,17.0,21.0,30.0,16.0,12.0,5.0,25.0,8.0,28.0,31.0,20.0,1.0,7.0,14.0
2016,7,2.0,20.0,1.0,29.0,26.0,13.0,7.0,25.0,12.0,23.0,24.0,19.0,5.0,3.0,16.0,18.0,17.0,14.0,8.0,30.0,22.0,15.0,9.0,11.0,6.0,27.0,31.0,28.0,4.0,10.0,21.0
2016,8,9.0,19.0,10.0,29.0,20.0,17.0,1.0,11.0,7.0,28.0,16.0,26.0,5.0,12.0,13.0,4.0,14.0,15.0,24.0,30.0,22.0,8.0,23.0,27.0,21.0,6.0,31.0,25.0,2.0,3.0,18.0
2016,9,5.0,26.0,22.0,29.0,28.0,17.0,2.0,6.0,8.0,4.0,14.0,27.0,15.0,9.0,16.0,18.0,25.0,24.0,3.0,30.0,23.0,19.0,12.0,7.0,20.0,1.0,31.0,10.0,13.0,21.0,11.0
2016,10,9.0,10.0,27.0,29.0,8.0,23.0,1.0,6.0,26.0,24.0,21.0,13.0,25.0,12.0,22.0,17.0,15.0,28.0,7.0,30.0,11.0,19.0,20.0,18.0,14.0,3.0,31.0,2.0,4.0,5.0,16.0
2016,11,4.0,8.0,23.0,29.0,5.0,24.0,1.0,6.0,2.0,22.0,12.0,14.0,18.0,19.0,7.0,16.0,21.0,27.0,25.0,30.0,13.0,15.0,28.0,26.0,10.0,3.0,31.0,17.0,9.0,11.0,20.0
2016,12,25.0,19.0,3.0,29.0,10.0,11.0,23.0,16.0,8.0,2.0,18.0,17.0,15.0,26.0,14.0,20.0,13.0,4.0,24.0,30.0,6.0,7.0,22.0,28.0,12.0,5.0,31.0,21.0,27.0,1.0,9.0
2016,13,2.0,7.0,5.0,29.0,21.0,14.0,6.0,15.0,4.0,13.0,11.0,19.0,27.0,12.0,8.0,23.0,18.0,20.0,28.0,30.0,9.0,10.0,1.0,17.0,3.0,24.0,31.0,25.0,22.0,26.0,16.0
2016,14,24.0,7.0,21.0,29.0,2.0,19.0,23.0,10.0,25.0,4.0,8.0,22.0,12.0,28.0,6.0,27.0,9.0,11.0,14.0,30.0,15.0,20.0,17.0,26.0,3.0,1.0,31.0,5.0,16.0,13.0,18.0
2016,15,19.0,27.0,22.0,29.0,8.0,17.0,2.0,7.0,5.0,12.0,15.0,23.0,10.0,20.0,25.0,14.0,24.0,4.0,28.0,30.0,21.0,16.0,18.0,3.0,26.0,1.0,31.0,6.0,11.0,13.0,9.0
2016,16,8.0,23.0,27.0,29.0,5.0,4.0,1.0,21.0,15.0,20.0,22.0,19.0,17.0,14.0,18.0,13.0,24.0,7.0,6.0,30.0,26.0,28.0,25.0,2.0,16.0,3.0,31.0,10.0,12.0,11.0,9.0
2016,17,24.0,11.0,18.0,29.0,19.0,12.0,14.0,10.0,26.0,8.0,13.0,9.0,3.0,22.0,5.0,23.0,16.0,17.0,1.0,30.0,6.0,21.0,7.0,25.0,4.0,2.0,31.0,20.0,27.0,15.0,28.0
2016,18,11.0,3.0,8.0,29.0,26.0,4.0,1.0,15.0,13.0,5.0,21.0,12.0,28.0,23.0,9.0,19.0,2.0,17.0,25.0,30.0,7.0,14.0,10.0,20.0,16.0,24.0,31.0,27.0,18.0,22.0,6.0
2016,19,17.0,4.0,13.0,29.0,8.0,15.0,22.0,20.0,12.0,5.0,10.0,24.0,2.0,28.0,6.0,27.0,25.0,11.0,26.0,30.0,3.0,7.0,14.0,1.0,9.0,23.0,31.0,18.0,21.0,16.0,19.0
2016,20,4.0,19.0,6.0,29.0,3.0,22.0,9.0,21.0,24.0,20.0,10.0,28.0,17.0,7.0,15.0,13.0,16.0,25.0,8.0,30.0,27.0,5.0,23.0,1.0,12.0,2.0,31.0,11.0,18.0,26.0,14.0
2016,21,23.0,24.0,10.0,29.0,3.0,14.0,28.0,9.0,12.0,15.0,17.0,26.0,2.0,25.0,20.0,7.0,21.0,22.0,18.0,30.0,19.0,16.0,1.0,6.0,27.0,8.0,31.0,5.0,4.0,13.0,11.0
2016,22,19.0,14.0,3.0,29.0,6.0,18.0,28.0,16.0,13.0,5.0,8.0,20.0,21.0,1.0,15.0,2.0,12.0,22.0,25.0,30.0,4.0,7.0,27.0,26.0,17.0,9.0,31.0,24.0,10.0,23.0,11.0
2016,23,22.0,9.0,25.0,29.0,26.0,13.0,4.0,11.0,17.0,2.0,12.0,8.0,3.0,18.0,16.0,24.0,7.0,5.0,1.0,30.0,10.0,19.0,23.0,27.0,15.0,28.0,31.0,6.0,20.0,14.0,21.0
2016,24,15.0,5.0,27.0,29.0,11.0,28.0,8.0,23.0,4.0,17.0,21.0,26.0,2.0,1.0,12.0,9.0,6.0,16.0,13.0,30.0,7.0,22.0,14.0,24.0,25.0,20.0,31.0,3.0,10.0,18.0,19.0
2016,25,16.0,6.0,28.0,29.0,15.0,19.0,4.0,26.0,11.0,3.0,14.0,12.0,1.0,8.0,20.0,22.0,9.0,7.0,21.0,30.0,10.0,13.0,18.0,24.0,5.0,25.0,31.0,17.0,2.0,27.0,23.0
2016,26,17.0,8.0,20.0,29.0,26.0,11.0,28.0,3.0,22.0,15.0,2.0,13.0,23.0,4.0,7.0,6.0,5.0,9.0,21.0,30.0,10.0,19.0,12.0,27.0,24.0,18.0,31.0,14.0,1.0,25.0,16.0
2016,27,20.0,13.0,7.0,29.0,25.0,9.0,27.0,12.0,15.0,23.0,16.0,3.0,1.0,2.0,10.0,11.0,8.0,4.0,26.0,30.0,19.0,14.0,17.0,24.0,18.0,28.0,31.0,6.0,21.0,22.0,5.0
2016,28,15.0,24.0,4.0,29.0,12.0,20.0,1.0,10.0,3.0,28.0,26.0,22.0,9.0,13.0,18.0,21.0,19.0,25.0,11.0,30.0,27.0,7.0,17.0,2.0,16.0,5.0,31.0,6.0,23.0,14.0,8.0
2016,29,6.0,11.0,2.0,29.0,22.0,26.0,23.0,28.0,19.0,12.0,24.0,9.0,25.0,5.0,15.0,10.0,18.0,14.0,27.0,30.0,13.0,3.0,20.0,8.0,17.0,21.0,31.0,4.0,1.0,16.0,7.0
2016,30,23.0,7.0,15.0,29.0,16.0,24.0,3.0,12.0,20.0,10.0,8.0,11.0,25.0,1.0,22.0,9.0,13.0,27.0,14.0,30.0,21.0,18.0,19.0,4.0,26.0,6.0,31.0,2.0,17.0,5.0,28.0
2016,31,28.0,17.0,24.0,29.0,4.0,13.0,18.0,10.0,11.0,25.0,21.0,16.0,1.0,14.0,15.0,27.0,22.0,23.0,5.0,30.0,19.0,8.0,6.0,3.0,26.0,2.0,31.0,9.0,20.0,7.0,12.0
2016,32,6.0,21.0,18.0,29.0,12.0,7.0,1.0,28.0,20.0,19.0,24.0,5.0,27.0,26.0,8.0,2.0,23.0,17.0,9.0,30.0,11.0,14.0,4.0,25.0,22.0,3.0,31.0,16.0,13.0,15.0,10.0
2016,33,14.0,25.0,28.0,29.0,19.0,26.0,3.0,15.0,13.0,17.0,23.0,2.0,8.0,4.0,18.0,12.0,24.0,21.0,6.0,30.0,20.0,10.0,22.0,9.0,27.0,1.0,31.0,5.0,7.0,16.0,11.0
2016,34,13.0,17.0,15.0,29.0,18.0,27.0,5.0,10.0,9.0,21.0,14.0,23.0,26.0,20.0,19.0,28.0,8.0,24.0,25.0,30.0,22.0,7.0,1.0,4.0,12.0,3.0,31.0,16.0,11.0,6.0,2.0
2016,35,13.0,8.0,3.0,29.0,25.0,12.0,1.0,24.0,18.0,16.0,7.0,20.0,4.0,28.0,15.0,27.0,17.0,2.0,26.0,30.0,9.0,5.0,19.0,10.0,23.0,6.0,31.0,21.0,14.0,11.0,22.0
2016,36,2.0,22.0,4.0,29.0,1.0,17.0,24.0,14.0,20.0,7.0,19.0,11.0,28.0,15.0,21.0,18.0,13.0,6.0,5.0,30.0,16.0,27.0,8.0,10.0,3.0,26.0,31.0,9.0,25.0,12.0,23.0
2016,37,5.0,19.0,7.0,29.0,27.0,10.0,1.0,22.0,8.0,12.0,24.0,9.0,25.0,15.0,21.0,13.0,14.0,23.0,18.0,30.0,6.0,17.0,4.0,20.0,2.0,28.0,31.0,16.0,3.0,11.0,26.0
2016,38,15.0,4.0,18.0,29.0,19.0,13.0,6.0,2.0,9.0,3.0,14.0,16.0,1.0,27.0,23.0,12.0,10.0,24.0,11.0,30.0,5.0,28.0,25.0,8.0,7.0,20.0,31.0,21.0,26.0,22.0,17.0
2016,39,21.0,16.0,20.0,29.0,8.0,18.0,3.0,13.0,17.0,26.0,6.0,11.0,5.0,23.0,28.0,10.0,25.0,9.0,2.0,30.0,27.0,15.0,4.0,22.0,14.0,1.0,31.0,12.0,24.0,19.0,7.0
2016,40,17.0,27.0,23.0,29.0,3.0,15.0,18.0,22.0,24.0,26.0,8.0,5.0,13.0,1.0,10.0,4.0,28.0,12.0,11.0,30.0,25.0,14.0,7.0,2.0,21.0,6.0,31.0,9.0,20.0,19.0,16.0
2016,41,16.0,2.0,7.0,29.0,11.0,10.0,24.0,18.0,26.0,1.0,21.0,9.0,20.0,5.0,8.0,27.0,6.0,12.0,14.0,30.0,3.0,25.0,4.0,17.0,19.0,13.0,31.0,23.0,28.0,15.0,22.0
2016,42,16.0,3.0,28.0,29.0,26.0,27.0,1.0,2.0,24.0,15.0,21.0,20.0,25.0,17.0,22.0,4.0,14.0,9.0,5.0,30.0,11.0,19.0,13.0,18.0,7.0,10.0,31.0,8.0,6.0,23.0,12.0
2016,43,14.0,13.0,7.0,29.0,10.0,11.0,2.0,21.0,18.0,22.0,12.0,15.0,25.0,5.0,8.0,16.0,23.0,24.0,27.0,30.0,9.0,3.0,20.0,6.0,1.0,28.0,31.0,26.0,19.0,4.0,17.0
2016,44,12.0,22.0,16.0,29.0,27.0,6.0,18.0,1.0,17.0,8.0,19.0,14.0,21.0,25.0,13.0,2.0,23.0,11.0,20.0,30.0,9.0,10.0,24.0,26.0,4.0,28.0,31.0,3.0,7.0,15.0,5.0
2016,45,13.0,28.0,18.0,29.0,25.0,11.0,5.0,1.0,27.0,16.0,12.0,15.0,8.0,9.0,17.0,10.0,20.0,22.0,19.0,30.0,26.0,14.0,7.0,3.0,23.0,21.0,31.0,2.0,6.0,24.0,4.0
2016,46,17.0,27.0,13.0,29.0,15.0,24.0,5.0,16.0,19.0,6.0,22.0,18.0,3.0,28.0,14.0,11.0,23.0,12.0,7.0,30.0,21.0,9.0,10.0,2.0,20.0,4.0,31.0,26.0,8.0,1.0,25.0
2016,47,13.0,10.0,1.0,29.0,28.0,7.0,6.0,3.0,17.0,15.0,22.0,9.0,27.0,24.0,21.0,14.0,23.0,8.0,18.0,30.0,12.0,20.0,16.0,25.0,11.0,19.0,31.0,5.0,2.0,26.0,4.0
2016,48,24.0,12.0,26.0,29.0,4.0,15.0,2.0,7.0,14.0,19.0,23.0,10.0,28.0,25.0,20.0,22.0,16.0,13.0,3.0,30.0,18.0,27.0,6.0,17.0,9.0,1.0,31.0,5.0,11.0,8.0,21.0
2016,49,23.0,21.0,7.0,29.0,10.0,5.0,16.0,9.0,11.0,24.0,27.0,12.0,2.0,6.0,18.0,26.0,17.0,19.0,15.0,30.0,20.0,1.0,8.0,14.0,22.0,28.0,31.0,25.0,3.0,13.0,4.0
2016,50,21.0,1.0,10.0,29.0,27.0,14.0,26.0,23.0,24.0,15.0,11.0,19.0,2.0,25.0,4.0,28.0,12.0,22.0,17.0,30.0,3.0,16.0,9.0,20.0,7.0,18.0,31.0,8.0,6.0,13.0,5.0
2016,51,1.0,14.0,6.0,29.0,15.0,5.0,26.0,20.0,23.0,12.0,17.0,27.0,10.0,28.0,13.0,24.0,22.0,2.0,16.0,30.0,9.0,4.0,25.0,3.0,8.0,11.0,31.0,7.0,21.0,18.0,19.0
2016,52,10.0,2.0,18.0,29.0,21.0,27.0,28.0,16.0,8.0,7.0,12.0,11.0,26.0,4.0,13.0,15.0,1.0,14.0,20.0,30.0,3.0,23.0,19.0,25.0,5.0,22.0,31.0,24.0,6.0,9.0,17.0
2017,1,5.0,13.0,9.0,29.0,3.0,20.0,26.0,7.0,17.0,24.0,1.0,22.0,25.0,2.0,23.0,28.0,11.0,12.0,4.0,30.0,19.0,21.0,15.0,14.0,16.0,8.0,31.0,10.0,27.0,6.0,18.0
2017,2,21.0,20.0,11.0,29.0,5.0,7.0,1.0,28.0,4.0,16.0,19.0,12.0,3.0,9.0,23.0,22.0,25.0,6.0,24.0,30.0,18.0,10.0,26.0,14.0,13.0,27.0,31.0,17.0,8.0,2.0,15.0
2017,3,23.0,9.0,25.0,29.0,13.0,20.0,12.0,18.0,3.0,8.0,5.0,22.0,10.0,4.0,6.0,16.0,11.0,19.0,2.0,30.0,15.0,26.0,21.0,27.0,14.0,24.0,31.0,7.0,17.0,1.0,28.0
2017,4,14.0,25.0,27.0,29.0,13.0,8.0,12.0,3.0,24.0,6.0,11.0,20.0,1.0,28.0,19.0,21.0,23.0,22.0,18.0,30.0,17.0,9.0,7.0,10.0,16.0,2.0,31.0,15.0,4.0,26.0,5.0
2017,5,6.0,15.0,5.0,29.0,12.0,19.0,2.0,20.0,21.0,25.0,26.0,8.0,14.0,11.0,4.0,1.0,10.0,18.0,22.0,30.0,7.0,27.0,9.0,3.0,17.0,28.0,31.0,23.0,16.0,13.0,24.0
2017,6,21.0,7.0,15.0,29.0,27.0,28.0,8.0,2.0,16.0,6.0,10.0,4.0,25.0,1.0,13.0,22.0,20.0,19.0,5.0,30.0,11.0,12.0,26.0,18.0,14.0,24.0,31.0,17.0,3.0,9.0,23.0
2017,7,5.0,15.0,3.0,29.0,14.0,26.0,1.0,10.0,6.0,16.0,8.0,21.0,27.0,17.0,23.0,13.0,24.0,7.0,20.0,30.0,19.0,25.0,12.0,4.0,11.0,28.0,31.0,9.0,22.0,18.0,2.0
2017,8,18.0,5.0,4.0,29.0,23.0,11.0,7.0,28.0,10.0,2.0,26.0,3.0,25.0,17.0,13.0,9.0,16.0,14.0,15.0,30.0,6.0,20.0,12.0,21.0,22.0,27.0,31.0,24.0,1.0,8.0,19.0
2017,9,25.0,26.0,15.0,29.0,8.0,17.0,16.0,21.0,1.0,20.0,5.0,2.0,18.0,14.0,13.0,27.0,19.0,7.0,6.0,30.0,3.0,4.0,22.0,11.0,9.0,24.0,31.0,23.0,28.0,10.0,12.0
2017,10,9.0,26.0,2.0,29.0,17.0,21.0,19.0,27.0,5.0,24.0,13.0,4.0,8.0,15.0,12.0,6.0,23.0,18.0,25.0,30.0,16.0,1.0,7.0,14.0,3.0,28.0,31.0,20.0,10.0,11.0,22.0
2017,11,26.0,9.0,23.0,29.0,24.0,7.0,4.0,11.0,19.0,15.0,18.0,25.0,13.0,21.0,5.0,27.0,14.0,16.0,6.0,30.0,12.0,17.0,1.0,22.0,20.0,28.0,31.0,3.0,10.0,2.0,8.0
2017,12,18.0,3.0,8.0,29.0,22.0,16.0,11.0,23.0,6.0,5.0,13.0,21.0,1.0,19.0,9.0,27.0,7.0,12.0,14.0,30.0,4.0,17.0,26.0,28.0,10.0,15.0,31.0,24.0,2.0,20.0,25.0
2017,13,6.0,28.0,19.0,29.0,22.0,14.0,2.0,5.0,4.0,18.0,26.0,11.0,16.0,8.0,24.0,7.0,23.0,25.0,9.0,30.0,27.0,20.0,3.0,10.0,21.0,1.0,31.0,15.0,13.0,17.0,12.0
2017,14,10.0,6.0,5.0,29.0,2.0,12.0,15.0,18.0,25.0,7.0,14.0,24.0,23.0,8.0,3.0,13.0,9.0,17.0,21.0,30.0,4.0,16.0,26.0,27.0,22.0,28.0,31.0,1.0,11.0,20.0,19.0
2017,15,3.0,8.0,26.0,29.0,22.0,18.0,28.0,23.0,1.0,4.0,16.0,10.0,27.0,15.0,12.0,9.0,2.0,11.0,19.0,30.0,5.0,20.0,17.0,25.0,6.0,14.0,31.0,24.0,7.0,13.0,21.0
2017,16,22.0,12.0,2.0,29.0,25.0,1.0,4.0,10.0,16.0,15.0,19.0,7.0,18.0,3.0,11.0,20.0,24.0,28.0,27.0,30.0,21.0,9.0,5.0,13.0,6.0,26.0,31.0,17.0,8.0,14.0,23.0
2017,17,18.0,28.0,25.0,29.0,22.0,16.0,1.0,13.0,23.0,27.0,15.0,9.0,11.0,8.0,17.0,21.0,26.0,20.0,14.0,30.0,19.0,24.0,12.0,5.0,10.0,4.0,31.0,7.0,3.0,2.0,6.0
2017,18,27.0,17.0,6.0,29.0,7.0,24.0,5.0,19.0,18.0,21.0,3.0,15.0,1.0,10.0,4.0,16.0,12.0,28.0,22.0,30.0,13.0,11.0,25.0,20.0,8.0,26.0,31.0,9.0,2.0,23.0,14.0
2017,19,3.0,12.0,23.0,29.0,7.0,10.0,1.0,21.0,14.0,13.0,18.0,16.0,24.0,25.0,19.0,28.0,27.0,5.0,9.0,30.0,6.0,11.0,26.0,17.0,15.0,4.0,31.0,8.0,20.0,2.0,22.0
2017,20,15.0,2.0,25.0,29.0,1.0,8.0,11.0,3.0,7.0,10.0,21.0,28.0,23.0,27.0,19.0,22.0,5.0,16.0,4.0,30.0,12.0,18.0,6.0,24.0,14.0,9.0,31.0,17.0,13.0,26.0,20.0
2017,21,4.0,15.0,5.0,29.0,26.0,9.0,24.0,20.0,18.0,12.0,6.0,10.0,1.0,13.0,8.0,11.0,21.0,16.0,27.0,30.0,7.0,22.0,3.0,25.0,19.0,28.0,31.0,23.0,2.0,17.0,14.0
2017,22,2.0,17.0,24.0,29.0,27.0,6.0,26.0,12.0,7.0,3.0,10.0,25.0,15.0,19.0,18.0,13.0,22.0,16.0,20.0,30.0,8.0,9.0,5.0,21.0,23.0,28.0,31.0,14.0,4.0,11.0,1.0
2017,23,9.0,22.0,10.0,29.0,1.0,8.0,26.0,4.0,6.0,3.0,17.0,28.0,18.0,11.0,21.0,27.0,14.0,15.0,5.0,30.0,25.0,19.0,23.0,2.0,13.0,7.0,31.0,12.0,20.0,24.0,16.0
2017,24,13.0,4.0,1.0,29.0,2.0,22.0,25.0,20.0,11.0,15.0,10.0,24.0,27.0,12.0,5.0,3.0,17.0,6.0,19.0,30.0,7.0,21.0,14.0,16.0,23.0,28.0,31.0,9.0,8.0,26.0,18.0
2017,25,7.0,10.0,4.0,29.0,28.0,8.0,18.0,5.0,17.0,20.0,6.0,27.0,19.0,22.0,12.0,21.0,13.0,1.0,25.0,30.0,16.0,9.0,26.0,24.0,3.0,23.0,31.0,11.0,14.0,2.0,15.0
2017,26,16.0,25.0,23.0,29.0,9.0,20.0,4.0,11.0,17.0,14.0,22.0,10.0,28.0,12.0,18.0,7.0,13.0,15.0,8.0,30.0,26.0,27.0,5.0,2.0,21.0,1.0,31.0,6.0,24.0,3.0,19.0
2017,27,5.0,24.0,13.0,29.0,27.0,8.0,2.0,14.0,4.0,12.0,20.0,6.0,17.0,3.0,11.0,22.0,18.0,25.0,23.0,30.0,16.0,1.0,21.0,7.0,26.0,28.0,31.0,15.0,19.0,9.0,10.0
2017,28,14.0,9.0,7.0,29.0,3.0,16.0,2.0,6.0,22.0,15.0,28.0,27.0,5.0,8.0,18.0,25.0,12.0,21.0,4.0,30.0,19.0,10.0,26.0,20.0,13.0,1.0,31.0,24.0,17.0,11.0,23.0
2017,29,16.0,5.0,28.0,29.0,26.0,1.0,18.0,15.0,19.0,3.0,14.0,25.0,6.0,9.0,23.0,4.0,17.0,20.0,22.0,30.0,7.0,24.0,2.0,11.0,27.0,13.0,31.0,12.0,21.0,8.0,10.0
2017,30,21.0,24.0,10.0,29.0,14.0,12.0,1.0,27.0,23.0,16.0,22.0,25.0,18.0,13.0,26.0,8.0,20.0,28.0,17.0,30.0,15.0,7.0,9.0,2.0,4.0,3.0,31.0,19.0,11.0,5.0,6.0
2017,31,8.0,21.0,17.0,29.0,26.0,15.0,6.0,9.0,10.0,14.0,18.0,1.0,2.0,11.0,22.0,23.0,4.0,25.0,12.0,30.0,7.0,20.0,5.0,16.0,24.0,28.0,31.0,3.0,19.0,13.0,27.0
2017,32,12.0,9.0,26.0,29.0,22.0,8.0,25.0,13.0,17.0,14.0,1.0,5.0,4.0,16.0,15.0,28.0,21.0,19.0,27.0,30.0,6.0,10.0,11.0,7.0,18.0,24.0,31.0,3.0,23.0,2.0,20.0
2017,33,21.0,2.0,13.0,29.0,3.0,9.0,12.0,27.0,15.0,23.0,5.0,28.0,1.0,20.0,17.0,26.0,25.0,16.0,8.0,30.0,6.0,10.0,7.0,22.0,14.0,24.0,31.0,18.0,4.0,11.0,19.0
2017,34,15.0,19.0,18.0,29.0,5.0,12.0,7.0,10.0,25.0,21.0,20.0,6.0,13.0,3.0,26.0,1.0,11.0,4.0,17.0,30.0,16.0,14.0,28.0,24.0,23.0,27.0,31.0,9.0,8.0,22.0,2.0
2017,35,22.0,21.0,18.0,29.0,23.0,15.0,4.0,1.0,27.0,16.0,13.0,20.0,2.0,12.0,9.0,19.0,28.0,26.0,24.0,30.0,25.0,8.0,5.0,11.0,10.0,17.0,31.0,14.0,6.0,7.0,3.0
2017,36,13.0,5.0,26.0,29.0,22.0,14.0,10.0,20.0,9.0,4.0,24.0,15.0,21.0,1.0,18.0,8.0,3.0,25.0,2.0,30.0,7.0,17.0,6.0,28.0,16.0,11.0,31.0,19.0,27.0,12.0,23.0
2017,37,12.0,25.0,23.0,29.0,8.0,18.0,20.0,28.0,24.0,26.0,22.0,13.0,7.0,3.0,17.0,5.0,15.0,16.0,4.0,30.0,27.0,11.0,19.0,9.0,2.0,1.0,31.0,14.0,21.0,10.0,6.0
2017,38,14.0,21.0,18.0,29.0,24.0,3.0,8.0,16.0,7.0,15.0,19.0,28.0,13.0,12.0,11.0,26.0,27.0,20.0,6.0,30.0,25.0,22.0,17.0,4.0,9.0,1.0,31.0,10.0,2.0,5.0,23.0
2017,39,23.0,28.0,14.0,29.0,21.0,18.0,27.0,6.0,16.0,20.0,24.0,5.0,3.0,8.0,15.0,17.0,7.0,13.0,19.0,30.0,26.0,12.0,22.0,4.0,11.0,1.0,31.0,2.0,9.0,25.0,10.0
2017,40,11.0,15.0,8.0,29.0,12.0,7.0,2.0,22.0,4.0,3.0,24.0,26.0,9.0,20.0,16.0,28.0,5.0,17.0,25.0,30.0,19.0,14.0,18.0,21.0,23.0,27.0,31.0,1.0,10.0,13.0,6.0
2017,41,12.0,14.0,9.0,29.0,18.0,6.0,5.0,2.0,7.0,10.0,16.0,27.0,17.0,28.0,22.0,25.0,3.0,26.0,19.0,30.0,8.0,13.0,11.0,20.0,4.0,1.0,31.0,23.0,24.0,21.0,15.0
2017,42,12.0,24.0,6.0,29.0,25.0,28.0,17.0,2.0,3.0,5.0,26.0,19.0,10.0,18.0,7.0,4.0,22.0,1.0,20.0,30.0,11.0,13.0,27.0,15.0,21.0,23.0,31.0,9.0,8.0,16.0,14.0
2017,43,2.0,24.0,23.0,29.0,25.0,11.0,6.0,28.0,16.0,14.0,20.0,10.0,8.0,17.0,9.0,26.0,13.0,15.0,21.0,30.0,12.0,5.0,18.0,19.0,3.0,1.0,31.0,27.0,4.0,7.0,22.0
2017,44,18.0,17.0,22.0,29.0,5.0,11.0,28.0,21.0,15.0,13.0,25.0,24.0,9.0,19.0,27.0,26.0,23.0,20.0,12.0,30.0,10.0,4.0,3.0,6.0,8.0,1.0,31.0,14.0,2.0,16.0,7.0
2017,45,22.0,10.0,14.0,29.0,3.0,15.0,25.0,24.0,12.0,17.0,27.0,6.0,23.0,4.0,16.0,2.0,1.0,5.0,11.0,30.0,19.0,18.0,26.0,20.0,8.0,13.0,31.0,7.0,28.0,9.0,21.0
2017,46,15.0,19.0,21.0,29.0,25.0,18.0,4.0,24.0,9.0,7.0,5.0,1.0,27.0,3.0,17.0,13.0,20.0,2.0,26.0,30.0,12.0,10.0,8.0,22.0,16.0,28.0,31.0,6.0,11.0,14.0,23.0
2017,47,19.0,8.0,24.0,29.0,28.0,5.0,9.0,3.0,14.0,18.0,27.0,26.0,7.0,13.0,16.0,1.0,17.0,25.0,20.0,30.0,21.0,4.0,15.0,11.0,22.0,2.0,31.0,10.0,23.0,12.0,6.0
2017,48,25.0,21.0,7.0,29.0,9.0,20.0,27.0,8.0,11.0,17.0,16.0,3.0,28.0,4.0,15.0,1.0,23.0,13.0,5.0,30.0,19.0,26.0,14.0,2.0,18.0,6.0,31.0,10.0,24.0,22.0,12.0
2017,49,4.0,13.0,16.0,29.0,27.0,17.0,28.0,2.0,14.0,23.0,7.0,5.0,21.0,3.0,24.0,1.0,8.0,9.0,25.0,30.0,15.0,19.0,26.0,6.0,18.0,22.0,31.0,12.0,11.0,20.0,10.0
2017,50,27.0,21.0,3.0,29.0,25.0,2.0,12.0,22.0,6.0,14.0,5.0,9.0,1.0,13.0,8.0,26.0,15.0,19.0,11.0,30.0,20.0,16.0,17.0,18.0,4.0,28.0,31.0,7.0,23.0,24.0,10.0
2017,51,13.0,28.0,4.0,29.0,3.0,23.0,11.0,9.0,16.0,21.0,22.0,7.0,25.0,10.0,18.0,6.0,24.0,5.0,2.0,30.0,27.0,26.0,19.0,12.0,17.0,1.0,31.0,14.0,8.0,20.0,15.0
2017,52,23.0,5.0,11.0,29.0,3.0,13.0,4.0,9.0,14.0,2.0,27.0,21.0,28.0,22.0,7.0,26.0,10.0,17.0,6.0,30.0,15.0,20.0,1.0,25.0,24.0,8.0,31.0,12.0,19.0,18.0,16.0
2018,1,5.0,23.0,8.0,29.0,9.0,16.0,10.0,1.0,22.0,24.0,14.0,12.0,7.0,25.0,18.0,28.0,20.0,11.0,6.0,30.0,26.0,13.0,27.0,3.0,19.0,2.0,31.0,21.0,17.0,4.0,15.0
2018,2,7.0,25.0,5.0,29.0,12.0,9.0,11.0,17.0,26.0,24.0,23.0,18.0,16.0,6.0,14.0,2.0,27.0,21.0,10.0,30.0,28.0,22.0,20.0,4.0,8.0,1.0,31.0,13.0,15.0,19.0,3.0
2018,3,10.0,14.0,25.0,29.0,27.0,5.0,2.0,19.0,21.0,6.0,22.0,1.0,28.0,3.0,15.0,11.0,9.0,17.0,23.0,30.0,13.0,16.0,7.0,20.0,12.0,26.0,31.0,18.0,8.0,24.0,4.0
2018,4,12.0,8.0,17.0,29.0,2.0,20.0,24.0,9.0,28.0,27.0,13.0,4.0,25.0,16.0,23.0,10.0,3.0,7.0,22.0,30.0,6.0,18.0,15.0,19.0,11.0,14.0,31.0,21.0,1.0,5.0,26.0
2018,5,10.0,9.0,11.0,29.0,17.0,5.0,21.0,18.0,12.0,1.0,26.0,16.0,24.0,22.0,14.0,25.0,19.0,15.0,13.0,30.0,6.0,28.0,4.0,3.0,7.0,27.0,31.0,20.0,8.0,23.0,2.0
