year,week,AB,ACC,ADS,AI,AR,BMI,CC,CMC,CNS,CWT,EPC,FL,FORM,GPS,LEG,M,MAC,MD,NOV,PCI,PNW,RMBS,SEB,SF,SIX,SM,TCO,TRN,VAC,VC,WIRE
2020,9,7.0,5.0,19.0,29.0,4.0,13.0,25.0,12.0,21.0,11.0,6.0,1.0,3.0,20.0,9.0,23.0,16.0,18.0,24.0,30.0,15.0,10.0,14.0,22.0,27.0,28.0,31.0,8.0,26.0,17.0,2.0
2020,10,7.0,5.0,25.0,29.0,23.0,4.0,21.0,13.0,6.0,2.0,1.0,27.0,8.0,20.0,14.0,22.0,15.0,16.0,26.0,30.0,3.0,17.0,12.0,19.0,24.0,28.0,31.0,9.0,10.0,18.0,11.0
2020,11,19.0,14.0,26.0,29.0,4.0,9.0,22.0,10.0,15.0,12.0,11.0,23.0,5.0,17.0,8.0,24.0,25.0,21.0,27.0,30.0,16.0,20.0,6.0,13.0,18.0,28.0,31.0,7.0,2.0,1.0,3.0
2020,12,21.0,24.0,25.0,29.0,16.0,11.0,7.0,9.0,20.0,1.0,10.0,8.0,12.0,23.0,19.0,17.0,27.0,18.0,2.0,30.0,15.0,3.0,4.0,14.0,22.0,28.0,31.0,5.0,26.0,13.0,6.0
2020,13,15.0,2.0,1.0,29.0,27.0,11.0,19.0,20.0,14.0,26.0,21.0,13.0,5.0,17.0,9.0,25.0,28.0,3.0,22.0,30.0,6.0,10.0,18.0,8.0,7.0,24.0,31.0,23.0,4.0,12.0,16.0
2020,14,11.0,18.0,27.0,29.0,10.0,8.0,26.0,2.0,9.0,7.0,3.0,19.0,14.0,28.0,23.0,16.0,20.0,21.0,4.0,30.0,15.0,6.0,5.0,17.0,25.0,1.0,31.0,12.0,22.0,24.0,13.0
2020,15,17.0,13.0,7.0,29.0,1.0,27.0,4.0,25.0,11.0,24.0,28.0,10.0,20.0,3.0,14.0,9.0,2.0,8.0,22.0,30.0,19.0,26.0,18.0,15.0,5.0,12.0,31.0,21.0,6.0,16.0,23.0
2020,16,20.0,8.0,9.0,29.0,19.0,3.0,14.0,16.0,17.0,7.0,22.0,21.0,1.0,23.0,12.0,26.0,28.0,27.0,4.0,30.0,10.0,6.0,25.0,24.0,13.0,15.0,31.0,18.0,2.0,5.0,11.0
2020,17,18.0,25.0,4.0,29.0,1.0,20.0,10.0,22.0,3.0,24.0,5.0,12.0,19.0,28.0,6.0,27.0,26.0,15.0,7.0,30.0,21.0,17.0,16.0,14.0,8.0,2.0,31.0,9.0,23.0,13.0,11.0
2020,18,12.0,11.0,5.0,29.0,3.0,23.0,20.0,15.0,13.0,28.0,25.0,16.0,24.0,7.0,9.0,14.0,6.0,10.0,26.0,30.0,27.0,19.0,22.0,21.0,2.0,1.0,31.0,8.0,17.0,4.0,18.0
2020,19,10.0,27.0,21.0,29.0,6.0,17.0,2.0,15.0,3.0,26.0,12.0,9.0,5.0,19.0,28.0,23.0,24.0,13.0,4.0,30.0,25.0,1.0,8.0,14.0,16.0,7.0,31.0,22.0,11.0,18.0,20.0
2020,20,13.0,18.0,27.0,29.0,28.0,12.0,23.0,24.0,10.0,6.0,22.0,3.0,16.0,9.0,21.0,2.0,15.0,19.0,25.0,30.0,4.0,8.0,7.0,14.0,20.0,26.0,31.0,5.0,17.0,1.0,11.0
2020,21,5.0,10.0,11.0,29.0,1.0,16.0,8.0,12.0,19.0,24.0,9.0,21.0,25.0,18.0,7.0,28.0,14.0,6.0,23.0,30.0,26.0,17.0,27.0,20.0,3.0,2.0,31.0,13.0,4.0,15.0,22.0
2020,22,14.0,15.0,2.0,29.0,27.0,20.0,9.0,7.0,22.0,11.0,5.0,12.0,10.0,3.0,17.0,1.0,25.0,16.0,13.0,30.0,4.0,23.0,24.0,6.0,26.0,28.0,31.0,19.0,21.0,18.0,8.0
2020,23,23.0,9.0,5.0,29.0,22.0,21.0,6.0,12.0,13.0,25.0,24.0,10.0,20.0,3.0,8.0,4.0,1.0,7.0,11.0,30.0,28.0,27.0,26.0,14.0,18.0,2.0,31.0,16.0,17.0,15.0,19.0
2020,24,4.0,10.0,23.0,29.0,2.0,9.0,13.0,12.0,7.0,6.0,24.0,18.0,11.0,25.0,15.0,28.0,21.0,22.0,26.0,30.0,5.0,8.0,1.0,19.0,14.0,27.0,31.0,3.0,17.0,20.0,16.0
2020,25,5.0,13.0,26.0,29.0,19.0,10.0,4.0,2.0,8.0,16.0,6.0,23.0,1.0,12.0,7.0,24.0,27.0,3.0,25.0,30.0,20.0,9.0,14.0,18.0,22.0,28.0,31.0,15.0,21.0,11.0,17.0
2020,26,12.0,14.0,22.0,29.0,28.0,11.0,17.0,8.0,21.0,6.0,3.0,7.0,18.0,1.0,10.0,25.0,20.0,19.0,2.0,30.0,5.0,13.0,9.0,15.0,27.0,26.0,31.0,16.0,23.0,24.0,4.0
2020,27,14.0,20.0,24.0,29.0,1.0,10.0,13.0,23.0,18.0,4.0,11.0,6.0,2.0,25.0,12.0,3.0,15.0,8.0,27.0,30.0,9.0,17.0,28.0,22.0,16.0,21.0,31.0,26.0,7.0,5.0,19.0
2020,28,8.0,28.0,25.0,29.0,23.0,20.0,9.0,10.0,14.0,15.0,5.0,19.0,11.0,26.0,6.0,13.0,12.0,7.0,27.0,30.0,3.0,17.0,22.0,1.0,2.0,24.0,31.0,21.0,4.0,18.0,16.0
2020,29,7.0,6.0,16.0,29.0,21.0,22.0,12.0,17.0,20.0,14.0,24.0,28.0,26.0,1.0,8.0,25.0,27.0,2.0,19.0,30.0,4.0,23.0,10.0,13.0,18.0,15.0,31.0,3.0,11.0,9.0,5.0
2020,30,14.0,11.0,3.0,29.0,6.0,8.0,4.0,13.0,27.0,10.0,26.0,2.0,24.0,20.0,18.0,22.0,21.0,7.0,1.0,30.0,17.0,16.0,25.0,23.0,19.0,5.0,31.0,28.0,15.0,9.0,12.0
2020,31,7.0,4.0,15.0,29.0,9.0,17.0,2.0,11.0,22.0,24.0,10.0,18.0,19.0,3.0,1.0,25.0,20.0,5.0,26.0,30.0,6.0,8.0,23.0,12.0,27.0,28.0,31.0,13.0,21.0,16.0,14.0
2020,32,24.0,22.0,15.0,29.0,1.0,4.0,7.0,9.0,21.0,13.0,26.0,28.0,25.0,12.0,27.0,2.0,16.0,18.0,14.0,30.0,23.0,19.0,10.0,8.0,11.0,20.0,31.0,17.0,6.0,3.0,5.0
2020,33,11.0,27.0,9.0,29.0,2.0,24.0,6.0,18.0,14.0,23.0,12.0,8.0,19.0,5.0,13.0,4.0,16.0,26.0,3.0,30.0,28.0,25.0,20.0,17.0,1.0,10.0,31.0,7.0,15.0,22.0,21.0
2020,34,4.0,10.0,24.0,29.0,27.0,7.0,19.0,20.0,1.0,6.0,18.0,11.0,5.0,12.0,2.0,26.0,17.0,21.0,25.0,30.0,16.0,22.0,3.0,14.0,23.0,28.0,31.0,9.0,15.0,13.0,8.0
2020,35,20.0,10.0,7.0,29.0,28.0,27.0,9.0,13.0,22.0,24.0,17.0,5.0,26.0,2.0,14.0,3.0,6.0,12.0,11.0,30.0,23.0,18.0,25.0,16.0,1.0,8.0,31.0,15.0,4.0,19.0,21.0
2020,36,21.0,3.0,6.0,29.0,28.0,12.0,15.0,23.0,19.0,14.0,5.0,2.0,27.0,13.0,9.0,1.0,7.0,25.0,17.0,30.0,18.0,11.0,4.0,8.0,24.0,26.0,31.0,10.0,20.0,16.0,22.0
2020,37,14.0,17.0,21.0,29.0,25.0,9.0,4.0,15.0,13.0,18.0,20.0,1.0,22.0,19.0,2.0,26.0,27.0,3.0,24.0,30.0,11.0,12.0,5.0,6.0,10.0,28.0,31.0,23.0,7.0,8.0,16.0
2020,38,15.0,7.0,12.0,29.0,2.0,6.0,14.0,5.0,25.0,28.0,13.0,9.0,3.0,18.0,21.0,27.0,16.0,20.0,8.0,30.0,22.0,11.0,17.0,19.0,4.0,1.0,31.0,10.0,26.0,24.0,23.0
2020,39,4.0,17.0,20.0,29.0,12.0,3.0,21.0,15.0,7.0,2.0,16.0,19.0,5.0,8.0,18.0,23.0,22.0,24.0,27.0,30.0,1.0,9.0,11.0,14.0,25.0,28.0,31.0,10.0,6.0,26.0,13.0
2020,40,25.0,2.0,7.0,29.0,26.0,19.0,4.0,20.0,18.0,12.0,9.0,6.0,11.0,1.0,14.0,22.0,3.0,16.0,27.0,30.0,10.0,21.0,13.0,8.0,24.0,28.0,31.0,23.0,17.0,5.0,15.0
2020,41,4.0,28.0,10.0,29.0,1.0,15.0,9.0,6.0,22.0,26.0,24.0,12.0,3.0,8.0,17.0,23.0,25.0,27.0,21.0,30.0,13.0,11.0,7.0,14.0,20.0,5.0,31.0,16.0,18.0,2.0,19.0
2020,42,3.0,17.0,2.0,29.0,23.0,1.0,12.0,24.0,14.0,8.0,9.0,11.0,13.0,19.0,10.0,16.0,21.0,26.0,25.0,30.0,18.0,15.0,4.0,6.0,27.0,28.0,31.0,5.0,22.0,7.0,20.0
2020,43,24.0,13.0,28.0,29.0,3.0,26.0,25.0,20.0,23.0,12.0,27.0,11.0,16.0,4.0,22.0,2.0,14.0,21.0,7.0,30.0,6.0,18.0,15.0,9.0,1.0,8.0,31.0,19.0,5.0,10.0,17.0
2020,44,14.0,5.0,1.0,29.0,28.0,9.0,22.0,7.0,6.0,20.0,21.0,19.0,10.0,24.0,16.0,27.0,18.0,26.0,23.0,30.0,13.0,8.0,4.0,17.0,11.0,3.0,31.0,25.0,15.0,2.0,12.0
2020,45,19.0,18.0,5.0,29.0,27.0,23.0,6.0,28.0,17.0,16.0,9.0,24.0,2.0,8.0,25.0,13.0,22.0,1.0,12.0,30.0,21.0,10.0,26.0,20.0,4.0,7.0,31.0,14.0,3.0,11.0,15.0
2020,46,20.0,19.0,10.0,29.0,5.0,23.0,27.0,17.0,15.0,12.0,3.0,26.0,14.0,24.0,25.0,13.0,2.0,6.0,4.0,30.0,18.0,22.0,28.0,9.0,8.0,1.0,31.0,7.0,11.0,16.0,21.0
2020,47,20.0,21.0,18.0,29.0,22.0,11.0,15.0,23.0,6.0,26.0,24.0,9.0,8.0,4.0,12.0,2.0,7.0,14.0,3.0,30.0,28.0,17.0,13.0,19.0,10.0,1.0,31.0,27.0,25.0,5.0,16.0
2020,48,16.0,25.0,4.0,29.0,11.0,15.0,6.0,23.0,12.0,24.0,18.0,27.0,13.0,28.0,17.0,2.0,3.0,21.0,8.0,30.0,22.0,20.0,26.0,9.0,7.0,1.0,31.0,5.0,14.0,10.0,19.0
2020,49,17.0,13.0,1.0,29.0,21.0,19.0,14.0,28.0,16.0,25.0,23.0,5.0,12.0,24.0,20.0,8.0,4.0,2.0,3.0,30.0,26.0,6.0,27.0,15.0,11.0,9.0,31.0,22.0,7.0,10.0,18.0
2020,50,23.0,14.0,29.0,2.0,3.0,5.0,10.0,16.0,15.0,6.0,9.0,13.0,24.0,20.0,27.0,25.0,19.0,11.0,18.0,30.0,21.0,12.0,8.0,17.0,28.0,1.0,31.0,4.0,26.0,22.0,7.0
2020,51,6.0,22.0,21.0,1.0,3.0,8.0,12.0,14.0,19.0,10.0,18.0,27.0,7.0,23.0,9.0,26.0,28.0,4.0,24.0,30.0,20.0,15.0,25.0,5.0,2.0,29.0,31.0,11.0,17.0,13.0,16.0
2020,52,20.0,6.0,14.0,1.0,2.0,5.0,16.0,17.0,25.0,19.0,24.0,11.0,22.0,13.0,8.0,7.0,4.0,21.0,27.0,30.0,23.0,26.0,29.0,28.0,18.0,3.0,31.0,12.0,10.0,15.0,9.0
2020,53,15.0,23.0,4.0,29.0,27.0,17.0,28.0,7.0,14.0,10.0,26.0,8.0,16.0,21.0,3.0,2.0,24.0,5.0,11.0,30.0,6.0,18.0,25.0,22.0,13.0,12.0,31.0,20.0,9.0,19.0,1.0
2021,1,19.0,26.0,23.0,18.0,6.0,2.0,4.0,5.0,28.0,20.0,24.0,10.0,15.0,13.0,25.0,9.0,8.0,29.0,7.0,30.0,27.0,11.0,16.0,17.0,14.0,1.0,31.0,12.0,21.0,3.0,22.0
2021,2,15.0,11.0,26.0,29.0,1.0,28.0,22.0,27.0,9.0,24.0,20.0,3.0,4.0,8.0,19.0,6.0,2.0,12.0,23.0,30.0,13.0,5.0,7.0,18.0,10.0,16.0,31.0,21.0,25.0,14.0,17.0
2021,3,5.0,24.0,15.0,26.0,28.0,8.0,12.0,10.0,17.0,16.0,23.0,18.0,13.0,6.0,11.0,20.0,2.0,3.0,29.0,30.0,22.0,4.0,27.0,14.0,25.0,1.0,31.0,9.0,7.0,19.0,21.0
2021,4,13.0,8.0,17.0,3.0,5.0,23.0,15.0,24.0,27.0,7.0,9.0,21.0,29.0,26.0,19.0,1.0,4.0,2.0,20.0,30.0,12.0,22.0,6.0,10.0,14.0,18.0,31.0,11.0,28.0,25.0,16.0
2021,5,11.0,21.0,2.0,18.0,13.0,12.0,20.0,9.0,22.0,17.0,26.0,6.0,7.0,5.0,19.0,27.0,29.0,28.0,14.0,30.0,23.0,24.0,25.0,16.0,4.0,1.0,31.0,8.0,3.0,10.0,15.0
2021,6,28.0,18.0,26.0,9.0,1.0,6.0,29.0,13.0,16.0,14.0,22.0,7.0,4.0,15.0,25.0,23.0,21.0,5.0,10.0,30.0,27.0,3.0,24.0,8.0,17.0,2.0,31.0,12.0,20.0,19.0,11.0
2021,7,10.0,20.0,5.0,27.0,15.0,19.0,17.0,2.0,25.0,18.0,24.0,16.0,23.0,4.0,7.0,12.0,22.0,29.0,11.0,30.0,14.0,8.0,21.0,9.0,3.0,26.0,31.0,13.0,1.0,28.0,6.0
2021,8,18.0,21.0,2.0,29.0,16.0,13.0,28.0,6.0,20.0,24.0,22.0,25.0,26.0,11.0,15.0,14.0,12.0,3.0,5.0,30.0,27.0,23.0,7.0,10.0,8.0,1.0,31.0,17.0,4.0,9.0,19.0
2021,9,19.0,21.0,10.0,29.0,5.0,27.0,2.0,4.0,18.0,23.0,16.0,9.0,25.0,6.0,7.0,22.0,15.0,11.0,3.0,30.0,8.0,26.0,14.0,17.0,12.0,1.0,31.0,28.0,13.0,24.0,20.0
2021,10,20.0,17.0,10.0,29.0,19.0,18.0,15.0,23.0,21.0,24.0,2.0,4.0,14.0,3.0,16.0,1.0,27.0,5.0,28.0,30.0,22.0,26.0,6.0,8.0,7.0,11.0,31.0,25.0,12.0,13.0,9.0
2021,11,1.0,22.0,3.0,29.0,23.0,27.0,25.0,13.0,18.0,11.0,2.0,6.0,15.0,9.0,21.0,10.0,17.0,19.0,28.0,30.0,4.0,7.0,8.0,20.0,16.0,14.0,31.0,26.0,24.0,5.0,12.0
2021,12,26.0,5.0,8.0,29.0,2.0,9.0,6.0,1.0,13.0,3.0,11.0,15.0,7.0,23.0,17.0,28.0,25.0,24.0,21.0,30.0,12.0,18.0,22.0,10.0,16.0,14.0,31.0,4.0,20.0,27.0,19.0
2021,13,8.0,18.0,29.0,2.0,7.0,21.0,11.0,27.0,9.0,19.0,16.0,23.0,1.0,14.0,20.0,28.0,25.0,26.0,15.0,30.0,10.0,6.0,3.0,12.0,22.0,4.0,31.0,24.0,13.0,5.0,17.0
2021,14,20.0,21.0,23.0,28.0,29.0,16.0,19.0,24.0,17.0,4.0,15.0,3.0,5.0,1.0,6.0,2.0,8.0,9.0,26.0,30.0,13.0,14.0,11.0,7.0,18.0,27.0,31.0,12.0,22.0,25.0,10.0
2021,15,25.0,16.0,24.0,1.0,12.0,21.0,2.0,26.0,14.0,3.0,22.0,18.0,28.0,19.0,9.0,23.0,8.0,4.0,15.0,30.0,7.0,20.0,27.0,5.0,11.0,29.0,31.0,17.0,6.0,13.0,10.0
2021,16,1.0,2.0,26.0,4.0,28.0,9.0,17.0,22.0,7.0,10.0,16.0,14.0,18.0,3.0,5.0,13.0,6.0,25.0,15.0,30.0,21.0,27.0,24.0,19.0,8.0,20.0,31.0,29.0,12.0,23.0,11.0
2021,17,6.0,18.0,2.0,28.0,11.0,27.0,9.0,8.0,19.0,26.0,17.0,13.0,29.0,22.0,20.0,21.0,3.0,12.0,1.0,30.0,7.0,25.0,23.0,14.0,24.0,16.0,31.0,10.0,15.0,5.0,4.0
2021,18,15.0,19.0,14.0,29.0,2.0,27.0,5.0,8.0,18.0,25.0,6.0,11.0,26.0,12.0,3.0,13.0,23.0,1.0,4.0,30.0,21.0,20.0,16.0,22.0,28.0,7.0,31.0,10.0,24.0,17.0,9.0
2021,19,15.0,5.0,25.0,27.0,1.0,7.0,19.0,23.0,2.0,21.0,12.0,4.0,29.0,9.0,20.0,3.0,6.0,18.0,8.0,30.0,10.0,26.0,11.0,13.0,22.0,16.0,31.0,24.0,17.0,28.0,14.0
2021,20,10.0,19.0,22.0,1.0,2.0,15.0,8.0,23.0,16.0,13.0,3.0,27.0,6.0,29.0,26.0,7.0,4.0,11.0,28.0,30.0,12.0,5.0,17.0,20.0,9.0,18.0,31.0,24.0,21.0,25.0,14.0
2021,21,19.0,12.0,9.0,21.0,18.0,7.0,4.0,13.0,16.0,22.0,25.0,6.0,8.0,10.0,15.0,23.0,2.0,17.0,26.0,30.0,29.0,11.0,27.0,20.0,5.0,1.0,31.0,28.0,24.0,3.0,14.0
2021,22,16.0,11.0,27.0,5.0,14.0,26.0,6.0,7.0,12.0,20.0,17.0,25.0,22.0,29.0,21.0,24.0,4.0,18.0,2.0,30.0,8.0,15.0,9.0,28.0,13.0,1.0,31.0,10.0,23.0,3.0,19.0
2021,23,9.0,13.0,26.0,28.0,2.0,12.0,17.0,7.0,18.0,4.0,8.0,15.0,23.0,6.0,21.0,1.0,5.0,14.0,25.0,30.0,16.0,11.0,19.0,22.0,27.0,29.0,31.0,3.0,10.0,24.0,20.0
2021,24,14.0,6.0,20.0,7.0,15.0,8.0,28.0,25.0,2.0,12.0,16.0,21.0,4.0,10.0,22.0,23.0,9.0,13.0,19.0,30.0,18.0,1.0,3.0,17.0,5.0,11.0,31.0,29.0,26.0,27.0,24.0
2021,25,11.0,28.0,17.0,8.0,2.0,21.0,10.0,20.0,16.0,27.0,24.0,3.0,15.0,6.0,13.0,4.0,9.0,25.0,29.0,30.0,26.0,23.0,7.0,5.0,18.0,1.0,31.0,14.0,19.0,12.0,22.0
2021,26,4.0,13.0,23.0,28.0,24.0,2.0,6.0,10.0,17.0,9.0,22.0,19.0,1.0,18.0,15.0,27.0,7.0,26.0,12.0,30.0,8.0,5.0,25.0,16.0,21.0,29.0,31.0,11.0,14.0,3.0,20.0
2021,27,18.0,2.0,10.0,20.0,1.0,4.0,21.0,6.0,17.0,3.0,19.0,5.0,25.0,22.0,15.0,9.0,26.0,14.0,23.0,30.0,7.0,16.0,12.0,8.0,27.0,28.0,31.0,11.0,13.0,29.0,24.0
2021,28,8.0,3.0,21.0,28.0,27.0,11.0,22.0,10.0,5.0,1.0,13.0,25.0,12.0,26.0,15.0,23.0,17.0,19.0,24.0,30.0,2.0,9.0,4.0,6.0,14.0,29.0,31.0,7.0,20.0,18.0,16.0
2021,29,8.0,25.0,20.0,15.0,7.0,3.0,21.0,10.0,4.0,22.0,18.0,2.0,1.0,9.0,19.0,26.0,27.0,6.0,24.0,30.0,28.0,12.0,23.0,13.0,17.0,29.0,31.0,16.0,5.0,11.0,14.0
2021,30,6.0,21.0,29.0,26.0,23.0,17.0,5.0,2.0,16.0,8.0,19.0,27.0,10.0,20.0,24.0,13.0,25.0,15.0,14.0,30.0,22.0,11.0,4.0,12.0,7.0,18.0,31.0,9.0,28.0,3.0,1.0
2021,31,5.0,22.0,16.0,26.0,19.0,14.0,15.0,23.0,7.0,9.0,4.0,29.0,8.0,21.0,18.0,3.0,10.0,1.0,25.0,30.0,28.0,6.0,27.0,13.0,17.0,20.0,31.0,12.0,24.0,11.0,2.0
2021,32,14.0,22.0,24.0,15.0,28.0,9.0,5.0,1.0,13.0,19.0,16.0,7.0,29.0,21.0,4.0,10.0,17.0,18.0,23.0,30.0,20.0,25.0,2.0,11.0,6.0,27.0,31.0,3.0,12.0,26.0,8.0
2021,33,6.0,4.0,12.0,24.0,25.0,7.0,27.0,28.0,11.0,9.0,8.0,2.0,3.0,14.0,18.0,1.0,22.0,10.0,23.0,30.0,5.0,13.0,21.0,16.0,26.0,29.0,31.0,19.0,17.0,20.0,15.0
2021,34,21.0,17.0,9.0,5.0,2.0,20.0,6.0,14.0,24.0,26.0,28.0,25.0,4.0,29.0,16.0,19.0,10.0,13.0,3.0,30.0,27.0,15.0,22.0,12.0,8.0,1.0,31.0,11.0,7.0,18.0,23.0
2021,35,13.0,4.0,17.0,8.0,1.0,14.0,21.0,26.0,12.0,5.0,16.0,11.0,7.0,23.0,19.0,27.0,3.0,29.0,25.0,30.0,10.0,9.0,6.0,20.0,24.0,2.0,31.0,22.0,18.0,28.0,15.0
2021,36,3.0,21.0,11.0,8.0,14.0,17.0,27.0,16.0,10.0,22.0,28.0,29.0,9.0,25.0,13.0,24.0,15.0,26.0,1.0,30.0,19.0,18.0,23.0,12.0,7.0,2.0,31.0,6.0,4.0,20.0,5.0
2021,37,14.0,21.0,6.0,15.0,4.0,13.0,25.0,22.0,12.0,28.0,26.0,27.0,23.0,10.0,16.0,3.0,7.0,20.0,8.0,30.0,19.0,18.0,9.0,11.0,2.0,1.0,31.0,29.0,5.0,24.0,17.0
2021,38,18.0,15.0,4.0,22.0,6.0,9.0,29.0,10.0,24.0,16.0,21.0,27.0,5.0,26.0,17.0,2.0,13.0,20.0,28.0,30.0,25.0,23.0,19.0,12.0,11.0,3.0,31.0,14.0,7.0,8.0,1.0
2021,39,22.0,16.0,8.0,29.0,3.0,27.0,2.0,12.0,14.0,18.0,6.0,25.0,28.0,17.0,21.0,26.0,19.0,13.0,4.0,30.0,15.0,23.0,11.0,10.0,5.0,1.0,31.0,9.0,7.0,24.0,20.0
2021,40,17.0,13.0,22.0,23.0,3.0,9.0,7.0,10.0,15.0,11.0,24.0,14.0,28.0,21.0,20.0,19.0,16.0,26.0,2.0,30.0,29.0,18.0,8.0,6.0,27.0,1.0,31.0,12.0,25.0,5.0,4.0
2021,41,6.0,5.0,24.0,8.0,29.0,23.0,21.0,20.0,14.0,13.0,22.0,12.0,17.0,28.0,16.0,3.0,15.0,26.0,7.0,30.0,9.0,19.0,25.0,10.0,11.0,27.0,31.0,4.0,18.0,2.0,1.0
2021,42,4.0,23.0,26.0,18.0,9.0,17.0,28.0,21.0,2.0,27.0,19.0,14.0,10.0,15.0,8.0,1.0,5.0,11.0,22.0,30.0,24.0,12.0,20.0,6.0,7.0,3.0,31.0,16.0,25.0,29.0,13.0
2021,43,7.0,5.0,29.0,16.0,20.0,21.0,23.0,8.0,9.0,6.0,15.0,18.0,4.0,12.0,17.0,14.0,19.0,13.0,26.0,30.0,22.0,10.0,27.0,25.0,28.0,2.0,31.0,24.0,11.0,3.0,1.0
2021,44,26.0,27.0,11.0,13.0,17.0,15.0,3.0,21.0,16.0,19.0,7.0,5.0,4.0,6.0,29.0,2.0,1.0,18.0,22.0,30.0,28.0,25.0,20.0,24.0,12.0,10.0,31.0,14.0,9.0,8.0,23.0
2021,45,16.0,14.0,2.0,21.0,29.0,11.0,4.0,8.0,10.0,20.0,1.0,3.0,23.0,15.0,9.0,22.0,25.0,18.0,26.0,30.0,5.0,13.0,17.0,7.0,28.0,27.0,31.0,24.0,19.0,12.0,6.0
2021,46,21.0,11.0,24.0,29.0,22.0,13.0,20.0,5.0,14.0,3.0,6.0,25.0,8.0,17.0,23.0,1.0,9.0,26.0,28.0,30.0,4.0,2.0,15.0,18.0,10.0,27.0,31.0,19.0,12.0,16.0,7.0
2021,47,2.0,9.0,11.0,14.0,3.0,19.0,12.0,25.0,21.0,23.0,13.0,15.0,17.0,29.0,7.0,28.0,27.0,18.0,1.0,30.0,10.0,8.0,5.0,6.0,22.0,20.0,31.0,4.0,26.0,24.0,16.0
2021,48,23.0,11.0,19.0,28.0,29.0,8.0,12.0,14.0,17.0,4.0,10.0,25.0,1.0,22.0,7.0,27.0,26.0,5.0,21.0,30.0,9.0,2.0,6.0,13.0,18.0,16.0,31.0,24.0,20.0,15.0,3.0
